#SampleID	Location	Date_Taken	Sample_Type	Soil_Test_Number	PlantA_Or_B	Notes	GA_Microbiome	Living_Mulch	Endophyte	R1_Fastq_Name	R2_Fastq_Name	reads	Growing_Degree_Days	GPSlatitude	GPSlongitude	Living_Mulch_Treatment	quant_reading	Sample_or_Control	precipIntensity	precipProbability	temperatureHigh	temperatureLow	dewPoint	humidity	windSpeed	uvIndex	Sampling_Number	Lime_Buffer_Capacity	pH	Water_pH	Base_Saturation_perc	Cation_Exchange_Capacity	Ca_ppm	Cd_ppm	Cr_ppm	Cu_ppm	Fe_ppm	K_ppm	Mg_ppm	Mn_ppm	Mo_ppm	Na_ppm	Ni_ppm	P_ppm	Pb_ppm	Zn_ppm	Organic_Matter_perc	N_perc	Sampling_NumberGDD	Plate	Row	Column	Well	Concentration
GA181S600	Pavo	2018-05-02	Soil	3	NA	NA	TRUE	FALSE	FALSE	GA18-1S-600_S152_L001_R1_001.fastq.gz	GA18-1S-600_S152_L001_R2_001.fastq.gz	30763	600	30.98244	-83.66032	NA	185.333333	Sample	0.004208475	0.2908475	81.38237	60.77203	58.81763	0.7152542	3.931525	8.423729	1	506	5.3	5.9	64.6	9.12	829	0.02	0.15	0.47	20.78	279.1	102.3	9.7	0.02	41.86	0.92	53.48	0.1	2.79	4.03	0.16	1600	5	E	9	E9	185.3333333333
GA181Za1400	Pavo	2018-05-31	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-1Za-1400_S54_L001_R1_001.fastq.gz	GA18-1Za-1400_S54_L001_R2_001.fastq.gz	68483	1400	30.9823	-83.66018	NA	339.666667	Sample	0.004208475	0.2908475	81.38237	60.77203	58.81763	0.7152542	3.931525	8.423729	1	616	6.24	6.84	95.8	13.69	1966	0.025	0.14	0.71	23.72	368.8	263.6	30.46	0.025	33.12	0.94	74.2	0.13	6.5	5.6	0.17	11400	4	E	6	E6	339.6666666667
GA181Za600	Pavo	2018-05-02	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-1Za-600_S123_L001_R1_001.fastq.gz	GA18-1Za-600_S123_L001_R2_001.fastq.gz	79559	600	30.98244	-83.66032	NA	25.5	Sample	0.004208475	0.2908475	81.38237	60.77203	58.81763	0.7152542	3.931525	8.423729	1	506	5.3	5.9	64.6	9.12	829	0.02	0.15	0.47	20.78	279.1	102.3	9.7	0.02	41.86	0.92	53.48	0.1	2.79	4.03	0.16	1600	5	C	4	C4	25.5
GA181Zb1400	Pavo	2018-05-31	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-1Zb-1400_S95_L001_R1_001.fastq.gz	GA18-1Zb-1400_S95_L001_R2_001.fastq.gz	83995	1400	30.9823	-83.66018	NA	222.333333	Sample	0.004208475	0.2908475	81.38237	60.77203	58.81763	0.7152542	3.931525	8.423729	1	616	6.24	6.84	95.8	13.69	1966	0.025	0.14	0.71	23.72	368.8	263.6	30.46	0.025	33.12	0.94	74.2	0.13	6.5	5.6	0.17	11400	4	H	11	H11	222.3333333333
GA181Zb600	Pavo	2018-05-02	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-1Zb-600_S114_L001_R1_001.fastq.gz	GA18-1Zb-600_S114_L001_R2_001.fastq.gz	32645	600	30.98244	-83.66032	NA	95.2	Sample	0.004208475	0.2908475	81.38237	60.77203	58.81763	0.7152542	3.931525	8.423729	1	506	5.3	5.9	64.6	9.12	829	0.02	0.15	0.47	20.78	279.1	102.3	9.7	0.02	41.86	0.92	53.48	0.1	2.79	4.03	0.16	1600	5	B	6	B6	95.2
GA1820SLM1400	Watkinsville	2018-06-28	Soil	NA	NA	Living_mulch_experiment_not_part_of_GA_microbiomes	TRUE	TRUE	FALSE	GA18-20S-LM1400_S153_L001_R1_001.fastq.gz	GA18-20S-LM1400_S153_L001_R2_001.fastq.gz	26870	1400	33.86805	-83.45004	CrimsonClover	190.666667	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	201400	5	E	10	E10	190.6666666667
GA1821SLM1400	Watkinsville	2018-06-28	Soil	NA	NA	Living_mulch_experiment_not_part_of_GA_microbiomes	TRUE	TRUE	FALSE	GA18-21S-LM1400_S185_L001_R1_001.fastq.gz	GA18-21S-LM1400_S185_L001_R2_001.fastq.gz	30524	1400	33.86813	-83.45001	LivingMulch	253	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	211400	5	H	6	H6	253
GA1822SLM1400	Watkinsville	2018-06-28	Soil	NA	NA	Living_mulch_experiment_not_part_of_GA_microbiomes	TRUE	TRUE	FALSE	GA18-22S-LM1400_S131_L001_R1_001.fastq.gz	GA18-22S-LM1400_S131_L001_R2_001.fastq.gz	23896	1400	33.86815	-83.45009	CrimsonClover	209.666667	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	221400	5	C	12	C12	209.6666666667
GA1823SLM1400	Watkinsville	2018-06-28	Soil	NA	NA	Living_mulch_experiment_not_part_of_GA_microbiomes	TRUE	TRUE	FALSE	GA18-23S-LM1400_S126_L001_R1_001.fastq.gz	GA18-23S-LM1400_S126_L001_R2_001.fastq.gz	45907	1400	33.86828	-83.44998	NoCover	113	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	231400	5	C	7	C7	113
GA1824I1400	Watkinsville	2018-06-21	Inrow_Soil	112	NA	Living_mulch_experiment_and_GA_Microbiome	TRUE	TRUE	FALSE	GA1824I1400_S105_L001_R1_001.fastq.gz	GA1824I1400_S105_L001_R2_001.fastq.gz	175237	1400	33.86812	-83.44997	LivingMulch	57.2	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	24	272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	241400	2	A	9	A9	57.2
GA1824I600	Watkinsville	2018-05-21	Inrow_Soil	40	NA	Living_mulch_experiment_and_GA_Microbiome	TRUE	TRUE	FALSE	GA1824I600_S154_L001_R1_001.fastq.gz	GA1824I600_S154_L001_R2_001.fastq.gz	110660	600	33.8681	-83.44997	LivingMulch	132	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	24	949	5.69	6.29	52.9	8.3	715	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	24600	2	E	10	E10	132
GA1824Ka1400	Watkinsville_IronHorse	2018-06-21	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA1824Ka1400_S72_L001_R1_001.fastq.gz	GA1824Ka1400_S72_L001_R2_001.fastq.gz	54000	1400	33.86812	-83.44997	NA	72.466667	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	24	272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	241400	1	F	12	F12	72.4666666667
GA1824Ka600	Watkinsville_IronHorse	2018-05-21	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA1824Ka600_S22_L001_R1_001.fastq.gz	GA1824Ka600_S22_L001_R2_001.fastq.gz	43993	600	33.8681	-83.44997	NA	54.3	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	24	949	5.69	6.29	52.9	8.3	715	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	24600	1	B	10	B10	54.3
GA1824Kb1400	Watkinsville_IronHorse	2018-06-21	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1824Kb1400_S36_L001_R1_001.fastq.gz	GA1824Kb1400_S36_L001_R2_001.fastq.gz	83395	1400	33.86812	-83.44997	NA	78.166667	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	24	272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	241400	1	C	12	C12	78.1666666667
GA1824Kb600	Watkinsville_IronHorse	2018-05-21	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1824Kb600_S169_L001_R1_001.fastq.gz	GA1824Kb600_S169_L001_R2_001.fastq.gz	87308	600	33.8681	-83.44997	NA	74.066667	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	24	949	5.69	6.29	52.9	8.3	715	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	24600	2	G	1	G1	74.0666666667
GA1824Ra1400	Watkinsville_IronHorse	2018-06-21	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-24Ra-1400_S246_L001_R1_001.fastq.gz	GA18-24Ra-1400_S246_L001_R2_001.fastq.gz	12252	1400	33.86812	-83.44997	NA	107.333333	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	24	272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	241400	6	E	7	E7	107.3333333333
GA1824Ra600	Watkinsville_IronHorse	2018-05-21	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-24Ra-600_S61_L001_R1_001.fastq.gz	GA18-24Ra-600_S61_L001_R2_001.fastq.gz	93974	600	33.8681	-83.44997	NA	142	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	24	949	5.69	6.29	52.9	8.3	715	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	24600	4	F	1	F1	142
GA1824Rb1400	Watkinsville_IronHorse	2018-06-21	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-24Rb-1400_S242_L001_R1_001.fastq.gz	GA18-24Rb-1400_S242_L001_R2_001.fastq.gz	18376	1400	33.86812	-83.44997	NA	51.3	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	24	272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	241400	6	E	3	E3	51.3
GA1824Rb600	Watkinsville_IronHorse	2018-05-21	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-24Rb-600_S211_L001_R1_001.fastq.gz	GA18-24Rb-600_S211_L001_R2_001.fastq.gz	18521	600	33.8681	-83.44997	NA	165	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	24	949	5.69	6.29	52.9	8.3	715	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	24600	6	B	8	B8	165
GA1824S1400	Watkinsville	2018-06-21	Soil	100	NA	Living_mulch_experiment_and_GA_Microbiome	TRUE	TRUE	FALSE	GA18-24S-1400_S141_L001_R1_001.fastq.gz	GA18-24S-1400_S141_L001_R2_001.fastq.gz	39082	1400	33.86812	-83.44997	LivingMulch	179.333333	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	24	272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	241400	5	D	10	D10	179.3333333333
GA1824S600	Watkinsville	2018-05-21	Soil	31	NA	Living_mulch_experiment_and_GA_Microbiome	TRUE	TRUE	FALSE	GA1824S600_S160_L001_R1_001.fastq.gz	GA1824S600_S160_L001_R2_001.fastq.gz	144038	600	33.8681	-83.44997	LivingMulch	51.333333	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	24	949	5.69	6.29	52.9	8.3	715	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	24600	2	F	4	F4	51.3333333333
GA1824SLM1400	Watkinsville	2018-06-28	Soil	NA	NA	Living_mulch_experiment_not_part_of_GA_microbiomes	TRUE	TRUE	FALSE	GA18-24S-LM1400_S142_L001_R1_001.fastq.gz	GA18-24S-LM1400_S142_L001_R2_001.fastq.gz	36377	1400	33.8681	-83.44997	LivingMulch	212	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	24	272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	241400	5	D	11	D11	212
GA1824Za1400	Watkinsville_IronHorse	2018-06-21	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-24Za-1400_S81_L001_R1_001.fastq.gz	GA18-24Za-1400_S81_L001_R2_001.fastq.gz	161320	1400	33.86812	-83.44997	NA	123.333333	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	24	272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	241400	4	G	9	G9	123.3333333333
GA1824Za600	Watkinsville_IronHorse	2018-05-21	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-24Za-600_S160_L001_R1_001.fastq.gz	GA18-24Za-600_S160_L001_R2_001.fastq.gz	29234	600	33.8681	-83.44997	NA	95.566667	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	24	949	5.69	6.29	52.9	8.3	715	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	24600	5	F	5	F5	95.5666666667
GA1824Zb1400	Watkinsville_IronHorse	2018-06-21	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-24Zb-1400_S89_L001_R1_001.fastq.gz	GA18-24Zb-1400_S89_L001_R2_001.fastq.gz	81160	1400	33.86812	-83.44997	NA	193.666667	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	24	272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	241400	4	H	5	H5	193.6666666667
GA1824Zb600	Watkinsville_IronHorse	2018-05-21	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-24Zb-600_S47_L001_R1_001.fastq.gz	GA18-24Zb-600_S47_L001_R2_001.fastq.gz	59082	600	33.8681	-83.44997	NA	491	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	24	949	5.69	6.29	52.9	8.3	715	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	24600	4	D	11	D11	491
GA1825I600	Watkinsville	2018-05-21	Inrow_Soil	41	NA	Living_mulch_experiment_and_GA_Microbiome	TRUE	TRUE	FALSE	GA1825I600_S168_L001_R1_001.fastq.gz	GA1825I600_S168_L001_R2_001.fastq.gz	110453	600	33.86809	-83.45011	LivingMulch	163.333333	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	25	335	6.31	6.91	97.3	6.42	1076	0.025	0.025	0.49	5.24	74.8	75.4	43.3	0.025	9.47	0.29	13.06	0.08	2.68	2.71	0.05	25600	2	F	12	F12	163.3333333333
GA1825Ka600	Watkinsville_IronHorse	2018-05-21	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA1825Ka600_S93_L001_R1_001.fastq.gz	GA1825Ka600_S93_L001_R2_001.fastq.gz	34433	600	33.86809	-83.45011	NA	101.2	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	25	335	6.31	6.91	97.3	6.42	1076	0.025	0.025	0.49	5.24	74.8	75.4	43.3	0.025	9.47	0.29	13.06	0.08	2.68	2.71	0.05	25600	1	H	9	H9	101.2
GA1825Kb600	Watkinsville_IronHorse	2018-05-21	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1825Kb600_S81_L001_R1_001.fastq.gz	GA1825Kb600_S81_L001_R2_001.fastq.gz	65636	600	33.86809	-83.45011	NA	62.433333	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	25	335	6.31	6.91	97.3	6.42	1076	0.025	0.025	0.49	5.24	74.8	75.4	43.3	0.025	9.47	0.29	13.06	0.08	2.68	2.71	0.05	25600	1	G	9	G9	62.4333333333
GA1825Rb600	Watkinsville_IronHorse	2018-05-21	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-25Rb-600_S200_L001_R1_001.fastq.gz	GA18-25Rb-600_S200_L001_R2_001.fastq.gz	18480	600	33.86809	-83.45011	NA	152	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	25	335	6.31	6.91	97.3	6.42	1076	0.025	0.025	0.49	5.24	74.8	75.4	43.3	0.025	9.47	0.29	13.06	0.08	2.68	2.71	0.05	25600	6	A	9	A9	152
GA1825S600	Watkinsville	2018-05-21	Soil	32	NA	Living_mulch_experiment_and_GA_Microbiome	TRUE	TRUE	FALSE	GA18-25S-600_S139_L001_R1_001.fastq.gz	GA18-25S-600_S139_L001_R2_001.fastq.gz	35152	600	33.86809	-83.45011	LivingMulch	193.333333	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	25	335	6.31	6.91	97.3	6.42	1076	0.025	0.025	0.49	5.24	74.8	75.4	43.3	0.025	9.47	0.29	13.06	0.08	2.68	2.71	0.05	25600	5	D	8	D8	193.3333333333
GA1825SLM1400	Watkinsville	2018-06-28	Soil	NA	NA	Living_mulch_experiment_not_part_of_GA_microbiomes	TRUE	TRUE	FALSE	GA1825SLM1400_S185_L001_R1_001.fastq.gz	GA1825SLM1400_S185_L001_R2_001.fastq.gz	499683	1400	33.86809	-83.45011	LivingMulch	98.4	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	251400	2	H	5	H5	98.4
GA1825Za600	Watkinsville_IronHorse	2018-05-21	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-25Za-600_S98_L001_R1_001.fastq.gz	GA18-25Za-600_S98_L001_R2_001.fastq.gz	56724	600	33.86809	-83.45011	NA	56.333333	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	25	335	6.31	6.91	97.3	6.42	1076	0.025	0.025	0.49	5.24	74.8	75.4	43.3	0.025	9.47	0.29	13.06	0.08	2.68	2.71	0.05	25600	5	A	2	A2	56.3333333333
GA1825Zb600	Watkinsville_IronHorse	2018-05-21	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-25Zb-600_S36_L001_R1_001.fastq.gz	GA18-25Zb-600_S36_L001_R2_001.fastq.gz	55296	600	33.86809	-83.45011	NA	727	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	25	335	6.31	6.91	97.3	6.42	1076	0.025	0.025	0.49	5.24	74.8	75.4	43.3	0.025	9.47	0.29	13.06	0.08	2.68	2.71	0.05	25600	4	C	12	C12	727
GA1826I600	Watkinsville	2018-05-21	Inrow_Soil	42	NA	Living_mulch_experiment_and_GA_Microbiome	TRUE	TRUE	FALSE	GA1826I600_S188_L001_R1_001.fastq.gz	GA1826I600_S188_L001_R2_001.fastq.gz	125802	600	33.86829	-83.44996	NoCover	76	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	26	571	5.33	5.93	53.9	7.68	683	0.025	0.025	0.72	8.31	65.1	61.9	41.9	0.025	8.91	1.09	10.86	0.29	2.34	2.79	0.09	26600	2	H	8	H8	76
GA1826Ka1400	Watkinsville_IronHorse	2018-06-21	Stalk	NA	a	Collection_tubes_was_labled_23_incorectly_and_was_changed_to_26	TRUE	FALSE	FALSE	GA1826Ka1400_S59_L001_R1_001.fastq.gz	GA1826Ka1400_S59_L001_R2_001.fastq.gz	57378	1400	33.86832	-83.44991	NA	90.1	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	261400	1	E	11	E11	90.1
GA1826Ka600	Watkinsville_IronHorse	2018-05-21	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA1826Ka600_S133_L001_R1_001.fastq.gz	GA1826Ka600_S133_L001_R2_001.fastq.gz	58	600	33.86829	-83.44996	NA	0.00432	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	26	571	5.33	5.93	53.9	7.68	683	0.025	0.025	0.72	8.31	65.1	61.9	41.9	0.025	8.91	1.09	10.86	0.29	2.34	2.79	0.09	26600	2	D	1	D1	0.00432
GA1826Kb1400	Watkinsville_IronHorse	2018-06-21	Stalk	NA	b	Collection_tubes_was_labled_23_incorectly_and_was_changed_to_26	TRUE	FALSE	FALSE	GA1826Kb1400_S95_L001_R1_001.fastq.gz	GA1826Kb1400_S95_L001_R2_001.fastq.gz	42463	1400	33.86832	-83.44991	NA	131.733333	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	261400	1	H	11	H11	131.7333333333
GA1826Kb600	Watkinsville_IronHorse	2018-05-21	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1826Kb600_S10_L001_R1_001.fastq.gz	GA1826Kb600_S10_L001_R2_001.fastq.gz	47963	600	33.86829	-83.44996	NA	57.633333	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	26	571	5.33	5.93	53.9	7.68	683	0.025	0.025	0.72	8.31	65.1	61.9	41.9	0.025	8.91	1.09	10.86	0.29	2.34	2.79	0.09	26600	1	A	10	A10	57.6333333333
GA1826Ra1400	Watkinsville_IronHorse	2018-06-21	Root	NA	a	Collection_tubes_was_labled_23_incorectly_and_was_changed_to_26	TRUE	FALSE	FALSE	GA18-26Ra-1400_S1_L001_R1_001.fastq.gz	GA18-26Ra-1400_S1_L001_R2_001.fastq.gz	110794	1400	33.86832	-83.44991	NA	290	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	261400	4	A	1	A1	290
GA1826Ra600	Watkinsville_IronHorse	2018-05-21	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-26Ra-600_S208_L001_R1_001.fastq.gz	GA18-26Ra-600_S208_L001_R2_001.fastq.gz	26621	600	33.86829	-83.44996	NA	62.3	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	26	571	5.33	5.93	53.9	7.68	683	0.025	0.025	0.72	8.31	65.1	61.9	41.9	0.025	8.91	1.09	10.86	0.29	2.34	2.79	0.09	26600	6	B	5	B5	62.3
GA1826Rb1400	Watkinsville_IronHorse	2018-06-21	Root	NA	b	Collection_tubes_was_labled_23_incorectly_and_was_changed_to_26	TRUE	FALSE	FALSE	GA18-26Rb-1400_S272_L001_R1_001.fastq.gz	GA18-26Rb-1400_S272_L001_R2_001.fastq.gz	21319	1400	33.86832	-83.44991	NA	219.733333	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	261400	6	H	9	H9	219.7333333333
GA1826Rb600	Watkinsville_IronHorse	2018-05-21	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-26Rb-600_S233_L001_R1_001.fastq.gz	GA18-26Rb-600_S233_L001_R2_001.fastq.gz	30043	600	33.86829	-83.44996	NA	138.666667	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	26	571	5.33	5.93	53.9	7.68	683	0.025	0.025	0.72	8.31	65.1	61.9	41.9	0.025	8.91	1.09	10.86	0.29	2.34	2.79	0.09	26600	6	D	6	D6	138.6666666667
GA1826S600	Watkinsville	2018-05-21	Soil	33	NA	Living_mulch_experiment_and_GA_Microbiome	TRUE	TRUE	FALSE	GA1826S600_S173_L001_R1_001.fastq.gz	GA1826S600_S173_L001_R2_001.fastq.gz	127565	600	33.86829	-83.44996	NoCover	140.666667	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	26	571	5.33	5.93	53.9	7.68	683	0.025	0.025	0.72	8.31	65.1	61.9	41.9	0.025	8.91	1.09	10.86	0.29	2.34	2.79	0.09	26600	2	G	5	G5	140.6666666667
GA1826SLM1400	Watkinsville	2018-06-28	Soil	NA	NA	Living_mulch_experiment_not_part_of_GA_microbiomes	TRUE	TRUE	FALSE	GA18-26S-LM1400_S176_L001_R1_001.fastq.gz	GA18-26S-LM1400_S176_L001_R2_001.fastq.gz	19526	1400	33.86829	-83.44996	NoCover	387.333333	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	261400	5	G	9	G9	387.3333333333
GA1826Za1400	Watkinsville_IronHorse	2018-06-21	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-26Za-1400_S113_L001_R1_001.fastq.gz	GA18-26Za-1400_S113_L001_R2_001.fastq.gz	24097	1400	33.86832	-83.44991	NA	139.8	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	261400	5	B	5	B5	139.8
GA1826Za600	Watkinsville_IronHorse	2018-05-21	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-26Za-600_S69_L001_R1_001.fastq.gz	GA18-26Za-600_S69_L001_R2_001.fastq.gz	51737	600	33.86829	-83.44996	NA	764	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.998197	8.327869	26	571	5.33	5.93	53.9	7.68	683	0.025	0.025	0.72	8.31	65.1	61.9	41.9	0.025	8.91	1.09	10.86	0.29	2.34	2.79	0.09	26600	4	F	9	F9	764
